temple,date,day_of_week,is_weekend,month,is_monsoon,time_slot,festival_multiplier,days_to_nearest_festival,footfall
Somnath,2026-08-18,1,0,8,1,Evening 4-7,1.6,98,1611
Somnath,2026-08-18,1,0,8,1,Night 8-11,1.6,98,705
Dwarka,2026-08-18,1,0,8,1,Morning 6-9,1.0,17,664
Dwarka,2026-08-18,1,0,8,1,Afternoon 10-1,1.0,17,883
Dwarka,2026-08-18,1,0,8,1,Evening 4-7,1.0,17,1144
Dwarka,2026-08-18,1,0,8,1,Night 8-11,1.0,17,518
Ambaji,2026-08-18,1,0,8,1,Morning 6-9,1.0,39,450
Ambaji,2026-08-18,1,0,8,1,Afternoon 10-1,1.0,39,679
Ambaji,2026-08-18,1,0,8,1,Evening 4-7,1.0,39,872
Ambaji,2026-08-18,1,0,8,1,Night 8-11,1.0,39,330
Pavagadh,2026-08-18,1,0,8,1,Morning 6-9,1.0,54,785
Pavagadh,2026-08-18,1,0,8,1,Afternoon 10-1,1.0,54,1117
Pavagadh,2026-08-18,1,0,8,1,Evening 4-7,1.0,54,1366
Pavagadh,2026-08-18,1,0,8,1,Night 8-11,1.0,54,590
Somnath,2026-08-19,2,0,8,1,Morning 6-9,1.6,97,830
Somnath,2026-08-19,2,0,8,1,Afternoon 10-1,1.6,97,1299
Somnath,2026-08-19,2,0,8,1,Evening 4-7,1.6,97,1657
Somnath,2026-08-19,2,0,8,1,Night 8-11,1.6,97,653
Dwarka,2026-08-19,2,0,8,1,Morning 6-9,1.0,16,653
Dwarka,2026-08-19,2,0,8,1,Afternoon 10-1,1.0,16,968
Dwarka,2026-08-19,2,0,8,1,Evening 4-7,1.0,16,1167
Dwarka,2026-08-19,2,0,8,1,Night 8-11,1.0,16,485
Ambaji,2026-08-19,2,0,8,1,Morning 6-9,1.0,38,447
Ambaji,2026-08-19,2,0,8,1,Afternoon 10-1,1.0,38,666
Ambaji,2026-08-19,2,0,8,1,Evening 4-7,1.0,38,929
Ambaji,2026-08-19,2,0,8,1,Night 8-11,1.0,38,356
Pavagadh,2026-08-19,2,0,8,1,Morning 6-9,1.0,53,703
Pavagadh,2026-08-19,2,0,8,1,Afternoon 10-1,1.0,53,1144
Pavagadh,2026-08-19,2,0,8,1,Evening 4-7,1.0,53,1361
Pavagadh,2026-08-19,2,0,8,1,Night 8-11,1.0,53,611
Somnath,2026-08-20,3,0,8,1,Morning 6-9,1.6,96,865
Somnath,2026-08-20,3,0,8,1,Afternoon 10-1,1.6,96,1278
Somnath,2026-08-20,3,0,8,1,Evening 4-7,1.6,96,1578
Somnath,2026-08-20,3,0,8,1,Night 8-11,1.6,96,653
Dwarka,2026-08-20,3,0,8,1,Morning 6-9,1.0,15,630
Dwarka,2026-08-20,3,0,8,1,Afternoon 10-1,1.0,15,981
Dwarka,2026-08-20,3,0,8,1,Evening 4-7,1.0,15,1270
Dwarka,2026-08-20,3,0,8,1,Night 8-11,1.0,15,549
Ambaji,2026-08-20,3,0,8,1,Morning 6-9,1.0,37,474
Ambaji,2026-08-20,3,0,8,1,Afternoon 10-1,1.0,37,699
Ambaji,2026-08-20,3,0,8,1,Evening 4-7,1.0,37,889
Ambaji,2026-08-20,3,0,8,1,Night 8-11,1.0,37,387
Pavagadh,2026-08-20,3,0,8,1,Morning 6-9,1.0,52,781
Pavagadh,2026-08-20,3,0,8,1,Afternoon 10-1,1.0,52,1204
Pavagadh,2026-08-20,3,0,8,1,Evening 4-7,1.0,52,1405
Pavagadh,2026-08-20,3,0,8,1,Night 8-11,1.0,52,617
Somnath,2026-08-21,4,0,8,1,Morning 6-9,1.6,95,901
Somnath,2026-08-21,4,0,8,1,Afternoon 10-1,1.6,95,1209
Somnath,2026-08-21,4,0,8,1,Evening 4-7,1.6,95,1548
Somnath,2026-08-21,4,0,8,1,Night 8-11,1.6,95,688
Dwarka,2026-08-21,4,0,8,1,Morning 6-9,1.0,14,686
Dwarka,2026-08-21,4,0,8,1,Afternoon 10-1,1.0,14,1025
Dwarka,2026-08-21,4,0,8,1,Evening 4-7,1.0,14,1262
Dwarka,2026-08-21,4,0,8,1,Night 8-11,1.0,14,505
Ambaji,2026-08-21,4,0,8,1,Morning 6-9,1.0,36,520
Ambaji,2026-08-21,4,0,8,1,Afternoon 10-1,1.0,36,707
Ambaji,2026-08-21,4,0,8,1,Evening 4-7,1.0,36,765
Ambaji,2026-08-21,4,0,8,1,Night 8-11,1.0,36,361
Pavagadh,2026-08-21,4,0,8,1,Morning 6-9,1.0,51,782
Pavagadh,2026-08-21,4,0,8,1,Afternoon 10-1,1.0,51,1209
Pavagadh,2026-08-21,4,0,8,1,Evening 4-7,1.0,51,1427
Pavagadh,2026-08-21,4,0,8,1,Night 8-11,1.0,51,636
Somnath,2026-08-22,5,1,8,1,Morning 6-9,1.6,94,1223
Somnath,2026-08-22,5,1,8,1,Afternoon 10-1,1.6,94,1689
Somnath,2026-08-22,5,1,8,1,Evening 4-7,1.6,94,2170
Somnath,2026-08-22,5,1,8,1,Night 8-11,1.6,94,887
Dwarka,2026-08-22,5,1,8,1,Morning 6-9,2.1,13,1954
Dwarka,2026-08-22,5,1,8,1,Afternoon 10-1,2.1,13,2764
Dwarka,2026-08-22,5,1,8,1,Evening 4-7,2.1,13,3548
Dwarka,2026-08-22,5,1,8,1,Night 8-11,2.1,13,1467
Ambaji,2026-08-22,5,1,8,1,Morning 6-9,1.0,35,656
Ambaji,2026-08-22,5,1,8,1,Afternoon 10-1,1.0,35,1050
Ambaji,2026-08-22,5,1,8,1,Evening 4-7,1.0,35,1186
Ambaji,2026-08-22,5,1,8,1,Night 8-11,1.0,35,466
Pavagadh,2026-08-22,5,1,8,1,Morning 6-9,1.0,50,1144
Pavagadh,2026-08-22,5,1,8,1,Afternoon 10-1,1.0,50,1682
Pavagadh,2026-08-22,5,1,8,1,Evening 4-7,1.0,50,1847
Pavagadh,2026-08-22,5,1,8,1,Night 8-11,1.0,50,817
Somnath,2026-08-23,6,1,8,1,Morning 6-9,1.6,93,1217
Somnath,2026-08-23,6,1,8,1,Afternoon 10-1,1.6,93,1796
Somnath,2026-08-23,6,1,8,1,Evening 4-7,1.6,93,2181
Somnath,2026-08-23,6,1,8,1,Night 8-11,1.6,93,916
Dwarka,2026-08-23,6,1,8,1,Morning 6-9,2.1,12,1867
Dwarka,2026-08-23,6,1,8,1,Afternoon 10-1,2.1,12,2579
Dwarka,2026-08-23,6,1,8,1,Evening 4-7,2.1,12,3827
Dwarka,2026-08-23,6,1,8,1,Night 8-11,2.1,12,1426
Ambaji,2026-08-23,6,1,8,1,Morning 6-9,1.0,34,664
Ambaji,2026-08-23,6,1,8,1,Afternoon 10-1,1.0,34,964
Ambaji,2026-08-23,6,1,8,1,Evening 4-7,1.0,34,1246
Ambaji,2026-08-23,6,1,8,1,Night 8-11,1.0,34,507
Pavagadh,2026-08-23,6,1,8,1,Morning 6-9,1.9,49,2102
Pavagadh,2026-08-23,6,1,8,1,Afternoon 10-1,1.9,49,2749
Pavagadh,2026-08-23,6,1,8,1,Evening 4-7,1.9,49,3683
Pavagadh,2026-08-23,6,1,8,1,Night 8-11,1.9,49,1645
Somnath,2026-08-24,0,0,8,1,Morning 6-9,2.6,92,1446
Somnath,2026-08-24,0,0,8,1,Afternoon 10-1,2.6,92,1993
Somnath,2026-08-24,0,0,8,1,Evening 4-7,2.6,92,2407
Somnath,2026-08-24,0,0,8,1,Night 8-11,2.6,92,1083
Dwarka,2026-08-24,0,0,8,1,Morning 6-9,1.0,11,592
Dwarka,2026-08-24,0,0,8,1,Afternoon 10-1,1.0,11,939
Dwarka,2026-08-24,0,0,8,1,Evening 4-7,1.0,11,1307
Dwarka,2026-08-24,0,0,8,1,Night 8-11,1.0,11,541
Ambaji,2026-08-24,0,0,8,1,Morning 6-9,1.0,33,487
Ambaji,2026-08-24,0,0,8,1,Afternoon 10-1,1.0,33,712
Ambaji,2026-08-24,0,0,8,1,Evening 4-7,1.0,33,804
Ambaji,2026-08-24,0,0,8,1,Night 8-11,1.0,33,355
Pavagadh,2026-08-24,0,0,8,1,Morning 6-9,1.0,48,787
Pavagadh,2026-08-24,0,0,8,1,Afternoon 10-1,1.0,48,1138
Pavagadh,2026-08-24,0,0,8,1,Evening 4-7,1.0,48,1433
Pavagadh,2026-08-24,0,0,8,1,Night 8-11,1.0,48,641
Somnath,2026-08-25,1,0,8,1,Morning 6-9,1.6,91,848
Somnath,2026-08-25,1,0,8,1,Afternoon 10-1,1.6,91,1258
Somnath,2026-08-25,1,0,8,1,Evening 4-7,1.6,91,1628
Somnath,2026-08-25,1,0,8,1,Night 8-11,1.6,91,625
Dwarka,2026-08-25,1,0,8,1,Morning 6-9,1.0,10,647
Dwarka,2026-08-25,1,0,8,1,Afternoon 10-1,1.0,10,955
Dwarka,2026-08-25,1,0,8,1,Evening 4-7,1.0,10,1223
Dwarka,2026-08-25,1,0,8,1,Night 8-11,1.0,10,505
Ambaji,2026-08-25,1,0,8,1,Morning 6-9,1.0,32,472
Ambaji,2026-08-25,1,0,8,1,Afternoon 10-1,1.0,32,684
Ambaji,2026-08-25,1,0,8,1,Evening 4-7,1.0,32,835
Ambaji,2026-08-25,1,0,8,1,Night 8-11,1.0,32,375
Pavagadh,2026-08-25,1,0,8,1,Morning 6-9,1.0,47,786
Pavagadh,2026-08-25,1,0,8,1,Afternoon 10-1,1.0,47,1201
Pavagadh,2026-08-25,1,0,8,1,Evening 4-7,1.0,47,1389
Pavagadh,2026-08-25,1,0,8,1,Night 8-11,1.0,47,593
Somnath,2026-08-26,2,0,8,1,Morning 6-9,1.6,90,859
Somnath,2026-08-26,2,0,8,1,Afternoon 10-1,1.6,90,1268
Somnath,2026-08-26,2,0,8,1,Evening 4-7,1.6,90,1629
Somnath,2026-08-26,2,0,8,1,Night 8-11,1.6,90,652
Dwarka,2026-08-26,2,0,8,1,Morning 6-9,1.0,9,689
Dwarka,2026-08-26,2,0,8,1,Afternoon 10-1,1.0,9,999
Dwarka,2026-08-26,2,0,8,1,Evening 4-7,1.0,9,1215
Dwarka,2026-08-26,2,0,8,1,Night 8-11,1.0,9,492
Ambaji,2026-08-26,2,0,8,1,Morning 6-9,1.0,31,493
Ambaji,2026-08-26,2,0,8,1,Afternoon 10-1,1.0,31,677
Ambaji,2026-08-26,2,0,8,1,Evening 4-7,1.0,31,871
Ambaji,2026-08-26,2,0,8,1,Night 8-11,1.0,31,365
Pavagadh,2026-08-26,2,0,8,1,Morning 6-9,1.0,46,790
Pavagadh,2026-08-26,2,0,8,1,Afternoon 10-1,1.0,46,1154
Pavagadh,2026-08-26,2,0,8,1,Evening 4-7,1.0,46,1405
Pavagadh,2026-08-26,2,0,8,1,Night 8-11,1.0,46,570
Somnath,2026-08-27,3,0,8,1,Morning 6-9,1.6,89,916
Somnath,2026-08-27,3,0,8,1,Afternoon 10-1,1.6,89,1250
Somnath,2026-08-27,3,0,8,1,Evening 4-7,1.6,89,1573
Somnath,2026-08-27,3,0,8,1,Night 8-11,1.6,89,659
Dwarka,2026-08-27,3,0,8,1,Morning 6-9,1.0,8,699
Dwarka,2026-08-27,3,0,8,1,Afternoon 10-1,1.0,8,1060
Dwarka,2026-08-27,3,0,8,1,Evening 4-7,1.0,8,1228
Dwarka,2026-08-27,3,0,8,1,Night 8-11,1.0,8,509
Ambaji,2026-08-27,3,0,8,1,Morning 6-9,1.0,30,457
Ambaji,2026-08-27,3,0,8,1,Afternoon 10-1,1.0,30,663
Ambaji,2026-08-27,3,0,8,1,Evening 4-7,1.0,30,810
Ambaji,2026-08-27,3,0,8,1,Night 8-11,1.0,30,354
Pavagadh,2026-08-27,3,0,8,1,Morning 6-9,1.0,45,730
Pavagadh,2026-08-27,3,0,8,1,Afternoon 10-1,1.0,45,1222
Pavagadh,2026-08-27,3,0,8,1,Evening 4-7,1.0,45,1478
Pavagadh,2026-08-27,3,0,8,1,Night 8-11,1.0,45,603
Somnath,2026-08-28,4,0,8,1,Morning 6-9,1.6,88,905
Somnath,2026-08-28,4,0,8,1,Afternoon 10-1,1.6,88,1220
Somnath,2026-08-28,4,0,8,1,Evening 4-7,1.6,88,1529
Somnath,2026-08-28,4,0,8,1,Night 8-11,1.6,88,612
Dwarka,2026-08-28,4,0,8,1,Morning 6-9,1.0,7,690
Dwarka,2026-08-28,4,0,8,1,Afternoon 10-1,1.0,7,952
Dwarka,2026-08-28,4,0,8,1,Evening 4-7,1.0,7,1221
Dwarka,2026-08-28,4,0,8,1,Night 8-11,1.0,7,532
Ambaji,2026-08-28,4,0,8,1,Morning 6-9,1.0,29,504
Ambaji,2026-08-28,4,0,8,1,Afternoon 10-1,1.0,29,702
Ambaji,2026-08-28,4,0,8,1,Evening 4-7,1.0,29,885
Ambaji,2026-08-28,4,0,8,1,Night 8-11,1.0,29,352
Pavagadh,2026-08-28,4,0,8,1,Morning 6-9,1.0,44,851
Pavagadh,2026-08-28,4,0,8,1,Afternoon 10-1,1.0,44,1164
Pavagadh,2026-08-28,4,0,8,1,Evening 4-7,1.0,44,1458
Pavagadh,2026-08-28,4,0,8,1,Night 8-11,1.0,44,599
Somnath,2026-08-29,5,1,8,1,Morning 6-9,1.6,87,1254
Somnath,2026-08-29,5,1,8,1,Afternoon 10-1,1.6,87,1774
Somnath,2026-08-29,5,1,8,1,Evening 4-7,1.6,87,2248
Somnath,2026-08-29,5,1,8,1,Night 8-11,1.6,87,928
Dwarka,2026-08-29,5,1,8,1,Morning 6-9,2.1,6,1923
Dwarka,2026-08-29,5,1,8,1,Afternoon 10-1,2.1,6,2959
Dwarka,2026-08-29,5,1,8,1,Evening 4-7,2.1,6,3586
Dwarka,2026-08-29,5,1,8,1,Night 8-11,2.1,6,1426
Ambaji,2026-08-29,5,1,8,1,Morning 6-9,1.0,28,634
Ambaji,2026-08-29,5,1,8,1,Afternoon 10-1,1.0,28,976
Ambaji,2026-08-29,5,1,8,1,Evening 4-7,1.0,28,1247
Ambaji,2026-08-29,5,1,8,1,Night 8-11,1.0,28,538
Pavagadh,2026-08-29,5,1,8,1,Morning 6-9,1.0,43,1022
Pavagadh,2026-08-29,5,1,8,1,Afternoon 10-1,1.0,43,1619
Pavagadh,2026-08-29,5,1,8,1,Evening 4-7,1.0,43,2045
Pavagadh,2026-08-29,5,1,8,1,Night 8-11,1.0,43,851
Somnath,2026-08-30,6,1,8,1,Morning 6-9,1.6,86,1245
Somnath,2026-08-30,6,1,8,1,Afternoon 10-1,1.6,86,1806
Somnath,2026-08-30,6,1,8,1,Evening 4-7,1.6,86,2096
Somnath,2026-08-30,6,1,8,1,Night 8-11,1.6,86,878
Dwarka,2026-08-30,6,1,8,1,Morning 6-9,2.1,5,1964
Dwarka,2026-08-30,6,1,8,1,Afternoon 10-1,2.1,5,2966
Dwarka,2026-08-30,6,1,8,1,Evening 4-7,2.1,5,3558
Dwarka,2026-08-30,6,1,8,1,Night 8-11,2.1,5,1390
Ambaji,2026-08-30,6,1,8,1,Morning 6-9,1.0,27,632
Ambaji,2026-08-30,6,1,8,1,Afternoon 10-1,1.0,27,997
Ambaji,2026-08-30,6,1,8,1,Evening 4-7,1.0,27,1186
Ambaji,2026-08-30,6,1,8,1,Night 8-11,1.0,27,507
Pavagadh,2026-08-30,6,1,8,1,Morning 6-9,1.9,42,2178
Pavagadh,2026-08-30,6,1,8,1,Afternoon 10-1,1.9,42,2925
Pavagadh,2026-08-30,6,1,8,1,Evening 4-7,1.9,42,3747
Pavagadh,2026-08-30,6,1,8,1,Night 8-11,1.9,42,1564
Somnath,2026-08-31,0,0,8,1,Morning 6-9,2.6,85,1429
Somnath,2026-08-31,0,0,8,1,Afternoon 10-1,2.6,85,2136
Somnath,2026-08-31,0,0,8,1,Evening 4-7,2.6,85,2417
Somnath,2026-08-31,0,0,8,1,Night 8-11,2.6,85,1077
Dwarka,2026-08-31,0,0,8,1,Morning 6-9,1.0,4,693
Dwarka,2026-08-31,0,0,8,1,Afternoon 10-1,1.0,4,911
Dwarka,2026-08-31,0,0,8,1,Evening 4-7,1.0,4,1217
Dwarka,2026-08-31,0,0,8,1,Night 8-11,1.0,4,487
Ambaji,2026-08-31,0,0,8,1,Morning 6-9,1.0,26,466
Ambaji,2026-08-31,0,0,8,1,Afternoon 10-1,1.0,26,633
Ambaji,2026-08-31,0,0,8,1,Evening 4-7,1.0,26,920
Ambaji,2026-08-31,0,0,8,1,Night 8-11,1.0,26,360
Pavagadh,2026-08-31,0,0,8,1,Morning 6-9,1.0,41,771
Pavagadh,2026-08-31,0,0,8,1,Afternoon 10-1,1.0,41,1187
Pavagadh,2026-08-31,0,0,8,1,Evening 4-7,1.0,41,1393
Pavagadh,2026-08-31,0,0,8,1,Night 8-11,1.0,41,582
Somnath,2026-09-01,1,0,9,1,Morning 6-9,1.0,84,575
Somnath,2026-09-01,1,0,9,1,Afternoon 10-1,1.0,84,855
Somnath,2026-09-01,1,0,9,1,Evening 4-7,1.0,84,965
Somnath,2026-09-01,1,0,9,1,Night 8-11,1.0,84,432
Dwarka,2026-09-01,1,0,9,1,Morning 6-9,1.0,3,679
Dwarka,2026-09-01,1,0,9,1,Afternoon 10-1,1.0,3,929
Dwarka,2026-09-01,1,0,9,1,Evening 4-7,1.0,3,1175
Dwarka,2026-09-01,1,0,9,1,Night 8-11,1.0,3,544
Ambaji,2026-09-01,1,0,9,1,Morning 6-9,1.0,25,451
Ambaji,2026-09-01,1,0,9,1,Afternoon 10-1,1.0,25,767
Ambaji,2026-09-01,1,0,9,1,Evening 4-7,1.0,25,852
Ambaji,2026-09-01,1,0,9,1,Night 8-11,1.0,25,389
Pavagadh,2026-09-01,1,0,9,1,Morning 6-9,1.0,40,787
Pavagadh,2026-09-01,1,0,9,1,Afternoon 10-1,1.0,40,1209
Pavagadh,2026-09-01,1,0,9,1,Evening 4-7,1.0,40,1534
Pavagadh,2026-09-01,1,0,9,1,Night 8-11,1.0,40,643
Somnath,2026-09-02,2,0,9,1,Morning 6-9,1.0,83,529
Somnath,2026-09-02,2,0,9,1,Afternoon 10-1,1.0,83,770
Somnath,2026-09-02,2,0,9,1,Evening 4-7,1.0,83,985
Somnath,2026-09-02,2,0,9,1,Night 8-11,1.0,83,393
Dwarka,2026-09-02,2,0,9,1,Morning 6-9,2.2,2,1487
Dwarka,2026-09-02,2,0,9,1,Afternoon 10-1,2.2,2,2095
Dwarka,2026-09-02,2,0,9,1,Evening 4-7,2.2,2,2802
Dwarka,2026-09-02,2,0,9,1,Night 8-11,2.2,2,1100
Ambaji,2026-09-02,2,0,9,1,Morning 6-9,1.0,24,445
Ambaji,2026-09-02,2,0,9,1,Afternoon 10-1,1.0,24,743
Ambaji,2026-09-02,2,0,9,1,Evening 4-7,1.0,24,878
Ambaji,2026-09-02,2,0,9,1,Night 8-11,1.0,24,366
Pavagadh,2026-09-02,2,0,9,1,Morning 6-9,1.0,39,832
Pavagadh,2026-09-02,2,0,9,1,Afternoon 10-1,1.0,39,1213
Pavagadh,2026-09-02,2,0,9,1,Evening 4-7,1.0,39,1409
Pavagadh,2026-09-02,2,0,9,1,Night 8-11,1.0,39,598
Somnath,2026-09-03,3,0,9,1,Morning 6-9,1.0,82,518
Somnath,2026-09-03,3,0,9,1,Afternoon 10-1,1.0,82,750
Somnath,2026-09-03,3,0,9,1,Evening 4-7,1.0,82,1011
Somnath,2026-09-03,3,0,9,1,Night 8-11,1.0,82,421
Dwarka,2026-09-03,3,0,9,1,Morning 6-9,2.2,1,1517
Dwarka,2026-09-03,3,0,9,1,Afternoon 10-1,2.2,1,2277
Dwarka,2026-09-03,3,0,9,1,Evening 4-7,2.2,1,2769
Dwarka,2026-09-03,3,0,9,1,Night 8-11,2.2,1,1165
Ambaji,2026-09-03,3,0,9,1,Morning 6-9,1.0,23,438
Ambaji,2026-09-03,3,0,9,1,Afternoon 10-1,1.0,23,694
Ambaji,2026-09-03,3,0,9,1,Evening 4-7,1.0,23,906
Ambaji,2026-09-03,3,0,9,1,Night 8-11,1.0,23,349
Pavagadh,2026-09-03,3,0,9,1,Morning 6-9,1.0,38,800
Pavagadh,2026-09-03,3,0,9,1,Afternoon 10-1,1.0,38,1196
Pavagadh,2026-09-03,3,0,9,1,Evening 4-7,1.0,38,1479
Pavagadh,2026-09-03,3,0,9,1,Night 8-11,1.0,38,618
Somnath,2026-09-04,4,0,9,1,Morning 6-9,1.0,81,555
Somnath,2026-09-04,4,0,9,1,Afternoon 10-1,1.0,81,803
Somnath,2026-09-04,4,0,9,1,Evening 4-7,1.0,81,930
Somnath,2026-09-04,4,0,9,1,Night 8-11,1.0,81,423
Dwarka,2026-09-04,4,0,9,1,Morning 6-9,4.5,0,3046
Dwarka,2026-09-04,4,0,9,1,Afternoon 10-1,4.5,0,4173
Dwarka,2026-09-04,4,0,9,1,Evening 4-7,4.5,0,5796
Dwarka,2026-09-04,4,0,9,1,Night 8-11,4.5,0,2353
Ambaji,2026-09-04,4,0,9,1,Morning 6-9,1.0,22,452
Ambaji,2026-09-04,4,0,9,1,Afternoon 10-1,1.0,22,680
Ambaji,2026-09-04,4,0,9,1,Evening 4-7,1.0,22,852
Ambaji,2026-09-04,4,0,9,1,Night 8-11,1.0,22,357
Pavagadh,2026-09-04,4,0,9,1,Morning 6-9,1.0,37,806
Pavagadh,2026-09-04,4,0,9,1,Afternoon 10-1,1.0,37,1126
Pavagadh,2026-09-04,4,0,9,1,Evening 4-7,1.0,37,1519
Pavagadh,2026-09-04,4,0,9,1,Night 8-11,1.0,37,635
Somnath,2026-09-05,5,1,9,1,Morning 6-9,1.0,80,766
Somnath,2026-09-05,5,1,9,1,Afternoon 10-1,1.0,80,1102
Somnath,2026-09-05,5,1,9,1,Evening 4-7,1.0,80,1415
Somnath,2026-09-05,5,1,9,1,Night 8-11,1.0,80,566
Dwarka,2026-09-05,5,1,9,1,Morning 6-9,2.1,-1,1884
Dwarka,2026-09-05,5,1,9,1,Afternoon 10-1,2.1,-1,2989
Dwarka,2026-09-05,5,1,9,1,Evening 4-7,2.1,-1,3582
Dwarka,2026-09-05,5,1,9,1,Night 8-11,2.1,-1,1443
Ambaji,2026-09-05,5,1,9,1,Morning 6-9,1.0,21,649
Ambaji,2026-09-05,5,1,9,1,Afternoon 10-1,1.0,21,942
Ambaji,2026-09-05,5,1,9,1,Evening 4-7,1.0,21,1301
Ambaji,2026-09-05,5,1,9,1,Night 8-11,1.0,21,505
Pavagadh,2026-09-05,5,1,9,1,Morning 6-9,1.0,36,1107
Pavagadh,2026-09-05,5,1,9,1,Afternoon 10-1,1.0,36,1664
Pavagadh,2026-09-05,5,1,9,1,Evening 4-7,1.0,36,1908
Pavagadh,2026-09-05,5,1,9,1,Night 8-11,1.0,36,878
Somnath,2026-09-06,6,1,9,1,Morning 6-9,1.0,79,730
Somnath,2026-09-06,6,1,9,1,Afternoon 10-1,1.0,79,1180
Somnath,2026-09-06,6,1,9,1,Evening 4-7,1.0,79,1347
Somnath,2026-09-06,6,1,9,1,Night 8-11,1.0,79,596
Dwarka,2026-09-06,6,1,9,1,Morning 6-9,2.1,-2,1746
Dwarka,2026-09-06,6,1,9,1,Afternoon 10-1,2.1,-2,2719
Dwarka,2026-09-06,6,1,9,1,Evening 4-7,2.1,-2,3496
Dwarka,2026-09-06,6,1,9,1,Night 8-11,2.1,-2,1363
Ambaji,2026-09-06,6,1,9,1,Morning 6-9,1.0,20,676
Ambaji,2026-09-06,6,1,9,1,Afternoon 10-1,1.0,20,982
Ambaji,2026-09-06,6,1,9,1,Evening 4-7,1.0,20,1156
Ambaji,2026-09-06,6,1,9,1,Night 8-11,1.0,20,504
Pavagadh,2026-09-06,6,1,9,1,Morning 6-9,1.9,35,2157
Pavagadh,2026-09-06,6,1,9,1,Afternoon 10-1,1.9,35,2814
Pavagadh,2026-09-06,6,1,9,1,Evening 4-7,1.9,35,3616
Pavagadh,2026-09-06,6,1,9,1,Night 8-11,1.9,35,1576
Somnath,2026-09-07,0,0,9,1,Morning 6-9,1.0,78,542
Somnath,2026-09-07,0,0,9,1,Afternoon 10-1,1.0,78,795
Somnath,2026-09-07,0,0,9,1,Evening 4-7,1.0,78,1023
Somnath,2026-09-07,0,0,9,1,Night 8-11,1.0,78,422
Dwarka,2026-09-07,0,0,9,1,Morning 6-9,1.0,-3,688
Dwarka,2026-09-07,0,0,9,1,Afternoon 10-1,1.0,-3,930
Dwarka,2026-09-07,0,0,9,1,Evening 4-7,1.0,-3,1228
Dwarka,2026-09-07,0,0,9,1,Night 8-11,1.0,-3,506
Ambaji,2026-09-07,0,0,9,1,Morning 6-9,1.0,19,506
Ambaji,2026-09-07,0,0,9,1,Afternoon 10-1,1.0,19,708
Ambaji,2026-09-07,0,0,9,1,Evening 4-7,1.0,19,849
Ambaji,2026-09-07,0,0,9,1,Night 8-11,1.0,19,378
Pavagadh,2026-09-07,0,0,9,1,Morning 6-9,1.0,34,815
Pavagadh,2026-09-07,0,0,9,1,Afternoon 10-1,1.0,34,1133
Pavagadh,2026-09-07,0,0,9,1,Evening 4-7,1.0,34,1433
Pavagadh,2026-09-07,0,0,9,1,Night 8-11,1.0,34,601
Somnath,2026-09-08,1,0,9,1,Morning 6-9,1.0,77,568
Somnath,2026-09-08,1,0,9,1,Afternoon 10-1,1.0,77,803
Somnath,2026-09-08,1,0,9,1,Evening 4-7,1.0,77,1017
Somnath,2026-09-08,1,0,9,1,Night 8-11,1.0,77,406
Dwarka,2026-09-08,1,0,9,1,Morning 6-9,1.0,-4,678
Dwarka,2026-09-08,1,0,9,1,Afternoon 10-1,1.0,-4,1036
Dwarka,2026-09-08,1,0,9,1,Evening 4-7,1.0,-4,1203
Dwarka,2026-09-08,1,0,9,1,Night 8-11,1.0,-4,514
Ambaji,2026-09-08,1,0,9,1,Morning 6-9,1.0,18,452
Ambaji,2026-09-08,1,0,9,1,Afternoon 10-1,1.0,18,682
Ambaji,2026-09-08,1,0,9,1,Evening 4-7,1.0,18,860
Ambaji,2026-09-08,1,0,9,1,Night 8-11,1.0,18,350
Pavagadh,2026-09-08,1,0,9,1,Morning 6-9,1.0,33,839
Pavagadh,2026-09-08,1,0,9,1,Afternoon 10-1,1.0,33,1133
Pavagadh,2026-09-08,1,0,9,1,Evening 4-7,1.0,33,1499
Pavagadh,2026-09-08,1,0,9,1,Night 8-11,1.0,33,614
Somnath,2026-09-09,2,0,9,1,Morning 6-9,1.0,76,543
Somnath,2026-09-09,2,0,9,1,Afternoon 10-1,1.0,76,844
Somnath,2026-09-09,2,0,9,1,Evening 4-7,1.0,76,899
Somnath,2026-09-09,2,0,9,1,Night 8-11,1.0,76,411
Dwarka,2026-09-09,2,0,9,1,Morning 6-9,1.0,-5,640
Dwarka,2026-09-09,2,0,9,1,Afternoon 10-1,1.0,-5,907
Dwarka,2026-09-09,2,0,9,1,Evening 4-7,1.0,-5,1162
Dwarka,2026-09-09,2,0,9,1,Night 8-11,1.0,-5,512
Ambaji,2026-09-09,2,0,9,1,Morning 6-9,1.0,17,464
Ambaji,2026-09-09,2,0,9,1,Afternoon 10-1,1.0,17,728
Ambaji,2026-09-09,2,0,9,1,Evening 4-7,1.0,17,864
Ambaji,2026-09-09,2,0,9,1,Night 8-11,1.0,17,361
Pavagadh,2026-09-09,2,0,9,1,Morning 6-9,1.0,32,787
Pavagadh,2026-09-09,2,0,9,1,Afternoon 10-1,1.0,32,1167
Pavagadh,2026-09-09,2,0,9,1,Evening 4-7,1.0,32,1429
Pavagadh,2026-09-09,2,0,9,1,Night 8-11,1.0,32,589
Somnath,2026-09-10,3,0,9,1,Morning 6-9,1.0,75,563
Somnath,2026-09-10,3,0,9,1,Afternoon 10-1,1.0,75,777
Somnath,2026-09-10,3,0,9,1,Evening 4-7,1.0,75,973
