date,temple,footfall
2024-10-18,Dwarka,2945
2024-10-18,Ambaji,2323
2024-10-18,Pavagadh,1291
2024-10-19,Somnath,7259
2024-10-19,Dwarka,4742
2024-10-19,Ambaji,3621
2024-10-19,Pavagadh,2513
2024-10-20,Somnath,21991
2024-10-20,Dwarka,13739
2024-10-20,Ambaji,11572
2024-10-20,Pavagadh,8082
2024-10-21,Somnath,13851
2024-10-21,Dwarka,8663
2024-10-21,Ambaji,6768
2024-10-21,Pavagadh,5282
2024-10-22,Somnath,14352
2024-10-22,Dwarka,9128
2024-10-22,Ambaji,6958
2024-10-22,Pavagadh,5123
2024-10-23,Somnath,14436
2024-10-23,Dwarka,9088
2024-10-23,Ambaji,7151
2024-10-23,Pavagadh,5783
2024-10-24,Somnath,15727
2024-10-24,Dwarka,9793
2024-10-24,Ambaji,8031
2024-10-24,Pavagadh,5752
2024-10-25,Somnath,14562
2024-10-25,Dwarka,9399
2024-10-25,Ambaji,7256
2024-10-25,Pavagadh,5562
2024-10-26,Somnath,19534
2024-10-26,Dwarka,12025
2024-10-26,Ambaji,9477
2024-10-26,Pavagadh,7428
2024-10-27,Somnath,21878
2024-10-27,Dwarka,13636
2024-10-27,Ambaji,10704
2024-10-27,Pavagadh,8285
2024-10-28,Somnath,13959
2024-10-28,Dwarka,9011
2024-10-28,Ambaji,6956
2024-10-28,Pavagadh,5214
2024-10-29,Somnath,13557
2024-10-29,Dwarka,8572
2024-10-29,Ambaji,6686
2024-10-29,Pavagadh,5068
2024-10-30,Somnath,13079
2024-10-30,Dwarka,8435
2024-10-30,Ambaji,6881
2024-10-30,Pavagadh,4948
2024-10-31,Somnath,13607
2024-10-31,Dwarka,8434
2024-10-31,Ambaji,6670
2024-10-31,Pavagadh,4878
2024-11-01,Somnath,4901
2024-11-01,Dwarka,3006
2024-11-01,Ambaji,2588
2024-11-01,Pavagadh,1822
2024-11-02,Somnath,6661
2024-11-02,Dwarka,3759
2024-11-02,Ambaji,3237
2024-11-02,Pavagadh,2292
2024-11-03,Somnath,7320
2024-11-03,Dwarka,4437
2024-11-03,Ambaji,3471
2024-11-03,Pavagadh,2936
2024-11-04,Somnath,4111
2024-11-04,Dwarka,2408
2024-11-04,Ambaji,2073
2024-11-04,Pavagadh,1311
2024-11-05,Somnath,4811
2024-11-05,Dwarka,2905
2024-11-05,Ambaji,2580
2024-11-05,Pavagadh,1659
2024-11-06,Somnath,4901
2024-11-06,Dwarka,2948
2024-11-06,Ambaji,2768
2024-11-06,Pavagadh,1580
2024-11-07,Somnath,4528
2024-11-07,Dwarka,2739
2024-11-07,Ambaji,2431
2024-11-07,Pavagadh,1581
2024-11-08,Somnath,5023
2024-11-08,Dwarka,3194
2024-11-08,Ambaji,2632
2024-11-08,Pavagadh,1754
2024-11-09,Somnath,6514
2024-11-09,Dwarka,3990
2024-11-09,Ambaji,3064
2024-11-09,Pavagadh,2212
2024-11-10,Somnath,7278
2024-11-10,Dwarka,4429
2024-11-10,Ambaji,3700
2024-11-10,Pavagadh,2732
2024-11-11,Somnath,4497
2024-11-11,Dwarka,2785
2024-11-11,Ambaji,2403
2024-11-11,Pavagadh,1708
2024-11-12,Somnath,5077
2024-11-12,Dwarka,2743
2024-11-12,Ambaji,2136
2024-11-12,Pavagadh,1950
2024-11-13,Somnath,5023
2024-11-13,Dwarka,2966
2024-11-13,Ambaji,2557
2024-11-13,Pavagadh,1924
2024-11-14,Somnath,5079
2024-11-14,Dwarka,3057
2024-11-14,Ambaji,2660
2024-11-14,Pavagadh,2067
2024-11-15,Somnath,5043
2024-11-15,Dwarka,3096
2024-11-15,Ambaji,2275
2024-11-15,Pavagadh,1646
2024-11-16,Somnath,6032
2024-11-16,Dwarka,4105
2024-11-16,Ambaji,3168
2024-11-16,Pavagadh,2312
2024-11-17,Somnath,6823
2024-11-17,Dwarka,3879
2024-11-17,Ambaji,3511
2024-11-17,Pavagadh,2543
2024-11-18,Somnath,4873
2024-11-18,Dwarka,2777
2024-11-18,Ambaji,2474
2024-11-18,Pavagadh,1851
2024-11-19,Somnath,4251
2024-11-19,Dwarka,2719
2024-11-19,Ambaji,2132
2024-11-19,Pavagadh,1468
2024-11-20,Somnath,4746
2024-11-20,Dwarka,2911
2024-11-20,Ambaji,2485
2024-11-20,Pavagadh,1189
2024-11-21,Somnath,5238
2024-11-21,Dwarka,3003
2024-11-21,Ambaji,2620
2024-11-21,Pavagadh,1820
2024-11-22,Somnath,4819
2024-11-22,Dwarka,3139
2024-11-22,Ambaji,2607
2024-11-22,Pavagadh,1727
2024-11-23,Somnath,7527
2024-11-23,Dwarka,4520
2024-11-23,Ambaji,3745
2024-11-23,Pavagadh,2831
2024-11-24,Somnath,7205
2024-11-24,Dwarka,4913
2024-11-24,Ambaji,3722
2024-11-24,Pavagadh,2614
2024-11-25,Somnath,4763
2024-11-25,Dwarka,3132
2024-11-25,Ambaji,2403
2024-11-25,Pavagadh,1568
2024-11-26,Somnath,4329
2024-11-26,Dwarka,2537
2024-11-26,Ambaji,2257
2024-11-26,Pavagadh,1204
2024-11-27,Somnath,5134
2024-11-27,Dwarka,3204
2024-11-27,Ambaji,2903
2024-11-27,Pavagadh,2141
2024-11-28,Somnath,4743
2024-11-28,Dwarka,3161
2024-11-28,Ambaji,2386
2024-11-28,Pavagadh,1786
2024-11-29,Somnath,5577
2024-11-29,Dwarka,3677
2024-11-29,Ambaji,2644
2024-11-29,Pavagadh,2291
2024-11-30,Somnath,7399
2024-11-30,Dwarka,4846
2024-11-30,Ambaji,3858
2024-11-30,Pavagadh,2670
2024-12-01,Somnath,6150
2024-12-01,Dwarka,4131
2024-12-01,Ambaji,2979
2024-12-01,Pavagadh,2105
2024-12-02,Somnath,5155
2024-12-02,Dwarka,2910
2024-12-02,Ambaji,2678
2024-12-02,Pavagadh,2269
2024-12-03,Somnath,5191
2024-12-03,Dwarka,3115
2024-12-03,Ambaji,2554
2024-12-03,Pavagadh,1879
2024-12-04,Somnath,4642
2024-12-04,Dwarka,2712
2024-12-04,Ambaji,2126
2024-12-04,Pavagadh,1791
2024-12-05,Somnath,4813
2024-12-05,Dwarka,3005
2024-12-05,Ambaji,2136
2024-12-05,Pavagadh,1929
2024-12-06,Somnath,5338
2024-12-06,Dwarka,2891
2024-12-06,Ambaji,2845
2024-12-06,Pavagadh,1616
2024-12-07,Somnath,6516
2024-12-07,Dwarka,4364
2024-12-07,Ambaji,3163
2024-12-07,Pavagadh,2739
2024-12-08,Somnath,6393
2024-12-08,Dwarka,4208
2024-12-08,Ambaji,3472
2024-12-08,Pavagadh,2743
2024-12-09,Somnath,4192
2024-12-09,Dwarka,2779
2024-12-09,Ambaji,2191
2024-12-09,Pavagadh,1247
2024-12-10,Somnath,4596
2024-12-10,Dwarka,3196
2024-12-10,Ambaji,2499
2024-12-10,Pavagadh,1785
2024-12-11,Somnath,4827
2024-12-11,Dwarka,2729
2024-12-11,Ambaji,2576
2024-12-11,Pavagadh,1723
2024-12-12,Somnath,4261
2024-12-12,Dwarka,2774
2024-12-12,Ambaji,2409
2024-12-12,Pavagadh,1633
2024-12-13,Somnath,5007
2024-12-13,Dwarka,2892
2024-12-13,Ambaji,2258
2024-12-13,Pavagadh,1789
2024-12-14,Somnath,7005
2024-12-14,Dwarka,4358
2024-12-14,Ambaji,3413
2024-12-14,Pavagadh,2922
2024-12-15,Somnath,7341
2024-12-15,Dwarka,4659
2024-12-15,Ambaji,3827
2024-12-15,Pavagadh,2517
2024-12-16,Somnath,4704
2024-12-16,Dwarka,3351
2024-12-16,Ambaji,2595
2024-12-16,Pavagadh,1975
2024-12-17,Somnath,3807
2024-12-17,Dwarka,2206
2024-12-17,Ambaji,2022
2024-12-17,Pavagadh,1596
2024-12-18,Somnath,5220
2024-12-18,Dwarka,3007
2024-12-18,Ambaji,2803
2024-12-18,Pavagadh,1857
2024-12-19,Somnath,4661
2024-12-19,Dwarka,2729
2024-12-19,Ambaji,2148
2024-12-19,Pavagadh,1806
2024-12-20,Somnath,4638
2024-12-20,Dwarka,2702
2024-12-20,Ambaji,2410
2024-12-20,Pavagadh,1575
2024-12-21,Somnath,7088
2024-12-21,Dwarka,4524
2024-12-21,Ambaji,3392
2024-12-21,Pavagadh,2387
2024-12-22,Somnath,5955
2024-12-22,Dwarka,3696
2024-12-22,Ambaji,3320
2024-12-22,Pavagadh,2402
2024-12-23,Somnath,4881
2024-12-23,Dwarka,2871
2024-12-23,Ambaji,2245
2024-12-23,Pavagadh,1948
2024-12-24,Somnath,4718
2024-12-24,Dwarka,2852
2024-12-24,Ambaji,2105
2024-12-24,Pavagadh,1699
2024-12-25,Somnath,4254
2024-12-25,Dwarka,2592
2024-12-25,Ambaji,2141
2024-12-25,Pavagadh,1640
2024-12-26,Somnath,5245
2024-12-26,Dwarka,2914
2024-12-26,Ambaji,2243
2024-12-26,Pavagadh,2117
2024-12-27,Somnath,5281
2024-12-27,Dwarka,3471
2024-12-27,Ambaji,2803
2024-12-27,Pavagadh,2065
2024-12-28,Somnath,6229
2024-12-28,Dwarka,3841
2024-12-28,Ambaji,3337
2024-12-28,Pavagadh,2326
2024-12-29,Somnath,7269
2024-12-29,Dwarka,4541
2024-12-29,Ambaji,3904
2024-12-29,Pavagadh,2571
2024-12-30,Somnath,5379
2024-12-30,Dwarka,3207
2024-12-30,Ambaji,2675
2024-12-30,Pavagadh,1941
2024-12-31,Somnath,4588
2024-12-31,Dwarka,2924
2024-12-31,Ambaji,2407
2024-12-31,Pavagadh,1482
2025-01-01,Somnath,5369
2025-01-01,Dwarka,3240
2025-01-01,Ambaji,2405
2025-01-01,Pavagadh,2104
2025-01-02,Somnath,4477
2025-01-02,Dwarka,2906
2025-01-02,Ambaji,2237
2025-01-02,Pavagadh,1640
2025-01-03,Somnath,4664
2025-01-03,Dwarka,2912
2025-01-03,Ambaji,2358
2025-01-03,Pavagadh,1361
2025-01-04,Somnath,6374
2025-01-04,Dwarka,4329
2025-01-04,Ambaji,3216
2025-01-04,Pavagadh,2416
2025-01-05,Somnath,6892
2025-01-05,Dwarka,4285
2025-01-05,Ambaji,3323
2025-01-05,Pavagadh,2941
2025-01-06,Somnath,5075
2025-01-06,Dwarka,3083
2025-01-06,Ambaji,2247
2025-01-06,Pavagadh,1771
2025-01-07,Somnath,4825
2025-01-07,Dwarka,3133
2025-01-07,Ambaji,2467
2025-01-07,Pavagadh,1984
2025-01-08,Somnath,5061
2025-01-08,Dwarka,2883
2025-01-08,Ambaji,2572
2025-01-08,Pavagadh,1820
2025-01-09,Somnath,4831
2025-01-09,Dwarka,3354
2025-01-09,Ambaji,2601
2025-01-09,Pavagadh,1946
2025-01-10,Somnath,5165
2025-01-10,Dwarka,3258
2025-01-10,Ambaji,2684
2025-01-10,Pavagadh,1934
2025-01-11,Somnath,5964
2025-01-11,Dwarka,3698
2025-01-11,Ambaji,3016
2025-01-11,Pavagadh,2029
2025-01-12,Somnath,7461
2025-01-12,Dwarka,4587
2025-01-12,Ambaji,3952
2025-01-12,Pavagadh,3421
2025-01-13,Somnath,4961
2025-01-13,Dwarka,2825
2025-01-13,Ambaji,2555
2025-01-13,Pavagadh,1679
2025-01-14,Somnath,4735
2025-01-14,Dwarka,2960
2025-01-14,Ambaji,2196
2025-01-14,Pavagadh,1838
2025-01-15,Somnath,4279
2025-01-15,Dwarka,2656
2025-01-15,Ambaji,2749
2025-01-15,Pavagadh,2233
2025-01-16,Somnath,4676
2025-01-16,Dwarka,3245
2025-01-16,Ambaji,2144
2025-01-16,Pavagadh,1568
2025-01-17,Somnath,4923
2025-01-17,Dwarka,3072
2025-01-17,Ambaji,2673
2025-01-17,Pavagadh,1646
2025-01-18,Somnath,6468
2025-01-18,Dwarka,4364
2025-01-18,Ambaji,3311
2025-01-18,Pavagadh,2354
2025-01-19,Somnath,6308
2025-01-19,Dwarka,4246
2025-01-19,Ambaji,3571
2025-01-19,Pavagadh,2285
2025-01-20,Somnath,4934
2025-01-20,Dwarka,3138
2025-01-20,Ambaji,2472
2025-01-20,Pavagadh,2150
2025-01-21,Somnath,5087
2025-01-21,Dwarka,3623
2025-01-21,Ambaji,2806
2025-01-21,Pavagadh,1918
2025-01-22,Somnath,3888
2025-01-22,Dwarka,2926
2025-01-22,Ambaji,2324
2025-01-22,Pavagadh,1676
2025-01-23,Somnath,5003
2025-01-23,Dwarka,2959
2025-01-23,Ambaji,2521
2025-01-23,Pavagadh,1802
2025-01-24,Somnath,4191
2025-01-24,Dwarka,2753
2025-01-24,Ambaji,2292
2025-01-24,Pavagadh,1908
2025-01-25,Somnath,8028
2025-01-25,Dwarka,4800
2025-01-25,Ambaji,4016
2025-01-25,Pavagadh,2767
2025-01-26,Somnath,6403
2025-01-26,Dwarka,3925
2025-01-26,Ambaji,3319
2025-01-26,Pavagadh,2573
2025-01-27,Somnath,5281
2025-01-27,Dwarka,2803
2025-01-27,Ambaji,2437
2025-01-27,Pavagadh,1735
2025-01-28,Somnath,4300
2025-01-28,Dwarka,3045
2025-01-28,Ambaji,2172
2025-01-28,Pavagadh,1625
2025-01-29,Somnath,5291
2025-01-29,Dwarka,3742
2025-01-29,Ambaji,2706
2025-01-29,Pavagadh,1946
2025-01-30,Somnath,4904
2025-01-30,Dwarka,2865
2025-01-30,Ambaji,2362
2025-01-30,Pavagadh,2006
2025-01-31,Somnath,4695
2025-01-31,Dwarka,3167
2025-01-31,Ambaji,2270
2025-01-31,Pavagadh,1848
2025-02-01,Somnath,6826
2025-02-01,Dwarka,4211
2025-02-01,Ambaji,3373
2025-02-01,Pavagadh,2910
2025-02-02,Somnath,6522
2025-02-02,Dwarka,4185
2025-02-02,Ambaji,3394
2025-02-02,Pavagadh,2582
2025-02-03,Somnath,4764
2025-02-03,Dwarka,2785
2025-02-03,Ambaji,2420
2025-02-03,Pavagadh,1805
2025-02-04,Somnath,5021
2025-02-04,Dwarka,2939
2025-02-04,Ambaji,2413
2025-02-04,Pavagadh,2016
2025-02-05,Somnath,4383
2025-02-05,Dwarka,2963
2025-02-05,Ambaji,2662
2025-02-05,Pavagadh,1656
2025-02-06,Somnath,4449
2025-02-06,Dwarka,2408
2025-02-06,Ambaji,2119
2025-02-06,Pavagadh,1600
2025-02-07,Somnath,4529
2025-02-07,Dwarka,2532
2025-02-07,Ambaji,2559
2025-02-07,Pavagadh,1216
2025-02-08,Somnath,5851
2025-02-08,Dwarka,3505
2025-02-08,Ambaji,2999
2025-02-08,Pavagadh,2147
2025-02-09,Somnath,7500
2025-02-09,Dwarka,4796
2025-02-09,Ambaji,3904
2025-02-09,Pavagadh,3026
2025-02-10,Somnath,4260
2025-02-10,Dwarka,2260
2025-02-10,Ambaji,2518
2025-02-10,Pavagadh,1845
2025-02-11,Somnath,4902
2025-02-11,Dwarka,3131
2025-02-11,Ambaji,2331
2025-02-11,Pavagadh,1793
2025-02-12,Somnath,5261
2025-02-12,Dwarka,3403
2025-02-12,Ambaji,2787
2025-02-12,Pavagadh,2136
2025-02-13,Somnath,5025
2025-02-13,Dwarka,3502
2025-02-13,Ambaji,2577
2025-02-13,Pavagadh,1722
2025-02-14,Somnath,4636
2025-02-14,Dwarka,2965
2025-02-14,Ambaji,2354
2025-02-14,Pavagadh,1660
2025-02-15,Somnath,7413
2025-02-15,Dwarka,4753
2025-02-15,Ambaji,4177
2025-02-15,Pavagadh,2880
2025-02-16,Somnath,6640
2025-02-16,Dwarka,4104
2025-02-16,Ambaji,3371
2025-02-16,Pavagadh,2456
2025-02-17,Somnath,4875
2025-02-17,Dwarka,2781
2025-02-17,Ambaji,2213
2025-02-17,Pavagadh,1525
2025-02-18,Somnath,4878
2025-02-18,Dwarka,3166
2025-02-18,Ambaji,2507
2025-02-18,Pavagadh,1730
2025-02-19,Somnath,4360
2025-02-19,Dwarka,2477
2025-02-19,Ambaji,2094
2025-02-19,Pavagadh,1829
2025-02-20,Somnath,4403
2025-02-20,Dwarka,2776
2025-02-20,Ambaji,2287
2025-02-20,Pavagadh,1594
2025-02-21,Somnath,5009
2025-02-21,Dwarka,2962
2025-02-21,Ambaji,1995
2025-02-21,Pavagadh,1641
2025-02-22,Somnath,7051
2025-02-22,Dwarka,4473
2025-02-22,Ambaji,3513
2025-02-22,Pavagadh,2846
2025-02-23,Somnath,7265
2025-02-23,Dwarka,4438
2025-02-23,Ambaji,3606
2025-02-23,Pavagadh,2636
2025-02-24,Somnath,3991
2025-02-24,Dwarka,2823
2025-02-24,Ambaji,2278
2025-02-24,Pavagadh,1898
2025-02-25,Somnath,4759
2025-02-25,Dwarka,3525
2025-02-25,Ambaji,2409
2025-02-25,Pavagadh,1775
2025-02-26,Somnath,5317
2025-02-26,Dwarka,3093
2025-02-26,Ambaji,2628
2025-02-26,Pavagadh,1958
2025-02-27,Somnath,5162
2025-02-27,Dwarka,3285
2025-02-27,Ambaji,2653
2025-02-27,Pavagadh,2295
2025-02-28,Somnath,5016
2025-02-28,Dwarka,3021
2025-02-28,Ambaji,2577
2025-02-28,Pavagadh,1849
2025-03-01,Somnath,6297
2025-03-01,Dwarka,4099
2025-03-01,Ambaji,3167
2025-03-01,Pavagadh,2471
2025-03-02,Somnath,6363
2025-03-02,Dwarka,3828
2025-03-02,Ambaji,3097
2025-03-02,Pavagadh,2553
2025-03-03,Somnath,4375
2025-03-03,Dwarka,2911
2025-03-03,Ambaji,1992
2025-03-03,Pavagadh,1893
2025-03-04,Somnath,4641
2025-03-04,Dwarka,2715
2025-03-04,Ambaji,2165
2025-03-04,Pavagadh,1827
2025-03-05,Somnath,5168
2025-03-05,Dwarka,2881
2025-03-05,Ambaji,2076
2025-03-05,Pavagadh,1597
2025-03-06,Somnath,4541
2025-03-06,Dwarka,2704
2025-03-06,Ambaji,2310
2025-03-06,Pavagadh,1566
2025-03-07,Somnath,4872
2025-03-07,Dwarka,2764
2025-03-07,Ambaji,2223
2025-03-07,Pavagadh,1590
2025-03-08,Somnath,6860
2025-03-08,Dwarka,4054
2025-03-08,Ambaji,3333
2025-03-08,Pavagadh,2307
2025-03-09,Somnath,7137
2025-03-09,Dwarka,4641
2025-03-09,Ambaji,3750
2025-03-09,Pavagadh,2463
2025-03-10,Somnath,5807
2025-03-10,Dwarka,3744
2025-03-10,Ambaji,3051
2025-03-10,Pavagadh,2294
2025-03-11,Somnath,4995
2025-03-11,Dwarka,3152
2025-03-11,Ambaji,2439
2025-03-11,Pavagadh,1256
2025-03-12,Somnath,4746
2025-03-12,Dwarka,2947
2025-03-12,Ambaji,2143
2025-03-12,Pavagadh,2123
2025-03-13,Somnath,4313
2025-03-13,Dwarka,2587
2025-03-13,Ambaji,2368
2025-03-13,Pavagadh,1906
2025-03-14,Somnath,4230
2025-03-14,Dwarka,2701
2025-03-14,Ambaji,2087
2025-03-14,Pavagadh,1612
2025-03-15,Somnath,7105
2025-03-15,Dwarka,4434
2025-03-15,Ambaji,3604
2025-03-15,Pavagadh,2557
2025-03-16,Somnath,6211
2025-03-16,Dwarka,3831
2025-03-16,Ambaji,3554
2025-03-16,Pavagadh,2046
2025-03-17,Somnath,3928
2025-03-17,Dwarka,2334
2025-03-17,Ambaji,1968
2025-03-17,Pavagadh,1679
2025-03-18,Somnath,4442
2025-03-18,Dwarka,2697
2025-03-18,Ambaji,2467
2025-03-18,Pavagadh,1798
2025-03-19,Somnath,5202
2025-03-19,Dwarka,3278
2025-03-19,Ambaji,2591
2025-03-19,Pavagadh,1767
2025-03-20,Somnath,4953
2025-03-20,Dwarka,3542
2025-03-20,Ambaji,2396
2025-03-20,Pavagadh,2198
2025-03-21,Somnath,4747
2025-03-21,Dwarka,3018
2025-03-21,Ambaji,1977
2025-03-21,Pavagadh,1834
2025-03-22,Somnath,6962
2025-03-22,Dwarka,4413
2025-03-22,Ambaji,3687
2025-03-22,Pavagadh,2749
2025-03-23,Somnath,6037
2025-03-23,Dwarka,3845
2025-03-23,Ambaji,3223
2025-03-23,Pavagadh,2589
2025-03-24,Somnath,4863
2025-03-24,Dwarka,3091
2025-03-24,Ambaji,2578
2025-03-24,Pavagadh,1832
2025-03-25,Somnath,4662
2025-03-25,Dwarka,3086
2025-03-25,Ambaji,2195
2025-03-25,Pavagadh,1969
2025-03-26,Somnath,5514
2025-03-26,Dwarka,3710
2025-03-26,Ambaji,2840
2025-03-26,Pavagadh,2275
2025-03-27,Somnath,5519
2025-03-27,Dwarka,3246
2025-03-27,Ambaji,2660
2025-03-27,Pavagadh,1876
2025-03-28,Somnath,4155
2025-03-28,Dwarka,2443
2025-03-28,Ambaji,1913
2025-03-28,Pavagadh,1985
2025-03-29,Somnath,5622
2025-03-29,Dwarka,3521
2025-03-29,Ambaji,2784
2025-03-29,Pavagadh,2174
2025-03-30,Somnath,6008
2025-03-30,Dwarka,3642
2025-03-30,Ambaji,2973
2025-03-30,Pavagadh,1863
2025-03-31,Somnath,5256
2025-03-31,Dwarka,3656
2025-03-31,Ambaji,2559
2025-03-31,Pavagadh,1728
2025-04-01,Somnath,4608
2025-04-01,Dwarka,2842
2025-04-01,Ambaji,2331
2025-04-01,Pavagadh,1654
2025-04-02,Somnath,4070
2025-04-02,Dwarka,2507
2025-04-02,Ambaji,2110
2025-04-02,Pavagadh,1464
2025-04-03,Somnath,4407
2025-04-03,Dwarka,2800
2025-04-03,Ambaji,2478
2025-04-03,Pavagadh,1390
2025-04-04,Somnath,4183
2025-04-04,Dwarka,2422
2025-04-04,Ambaji,2233
2025-04-04,Pavagadh,1152
2025-04-05,Somnath,6197
2025-04-05,Dwarka,3522
2025-04-05,Ambaji,2768
2025-04-05,Pavagadh,1850
2025-04-06,Somnath,6016
2025-04-06,Dwarka,3705
2025-04-06,Ambaji,3006
2025-04-06,Pavagadh,1999
2025-04-07,Somnath,5998
2025-04-07,Dwarka,4021
2025-04-07,Ambaji,3102
2025-04-07,Pavagadh,2128
2025-04-08,Somnath,4626
2025-04-08,Dwarka,3319
2025-04-08,Ambaji,2525
2025-04-08,Pavagadh,2118
2025-04-09,Somnath,5281
2025-04-09,Dwarka,2838
2025-04-09,Ambaji,2531
2025-04-09,Pavagadh,1914
2025-04-10,Somnath,4343
2025-04-10,Dwarka,2745
2025-04-10,Ambaji,2137
2025-04-10,Pavagadh,1756
2025-04-11,Somnath,5702
2025-04-11,Dwarka,3504
2025-04-11,Ambaji,2619
2025-04-11,Pavagadh,2190
2025-04-12,Somnath,5696
2025-04-12,Dwarka,3570
2025-04-12,Ambaji,2949
2025-04-12,Pavagadh,2281
2025-04-13,Somnath,6669
2025-04-13,Dwarka,4138
2025-04-13,Ambaji,3345
2025-04-13,Pavagadh,2481
2025-04-14,Somnath,4358
2025-04-14,Dwarka,2637
2025-04-14,Ambaji,2319
2025-04-14,Pavagadh,1475
2025-04-15,Somnath,5379
2025-04-15,Dwarka,3143
2025-04-15,Ambaji,2914
2025-04-15,Pavagadh,1846
2025-04-16,Somnath,4907
2025-04-16,Dwarka,2919
2025-04-16,Ambaji,2457
2025-04-16,Pavagadh,1639
2025-04-17,Somnath,3785
2025-04-17,Dwarka,2548
2025-04-17,Ambaji,1989
2025-04-17,Pavagadh,1215
2025-04-18,Somnath,5057
2025-04-18,Dwarka,2929
2025-04-18,Ambaji,2051
2025-04-18,Pavagadh,1785
2025-04-19,Somnath,6346
2025-04-19,Dwarka,4093
2025-04-19,Ambaji,3349
2025-04-19,Pavagadh,2078
2025-04-20,Somnath,6858
2025-04-20,Dwarka,4126
2025-04-20,Ambaji,3311
2025-04-20,Pavagadh,2529
2025-04-21,Somnath,4663
2025-04-21,Dwarka,2843
2025-04-21,Ambaji,1928
2025-04-21,Pavagadh,1933
2025-04-22,Somnath,5100
2025-04-22,Dwarka,2983
2025-04-22,Ambaji,2507
2025-04-22,Pavagadh,1946
2025-04-23,Somnath,4986
2025-04-23,Dwarka,2743
2025-04-23,Ambaji,2468
2025-04-23,Pavagadh,1732
2025-04-24,Somnath,4675
2025-04-24,Dwarka,2943
2025-04-24,Ambaji,2704
2025-04-24,Pavagadh,2235
2025-04-25,Somnath,4259
2025-04-25,Dwarka,2900
2025-04-25,Ambaji,2661
2025-04-25,Pavagadh,1808
2025-04-26,Somnath,6968
2025-04-26,Dwarka,4187
2025-04-26,Ambaji,3245
2025-04-26,Pavagadh,2572
2025-04-27,Somnath,6973
2025-04-27,Dwarka,4456
2025-04-27,Ambaji,3457
2025-04-27,Pavagadh,2325
2025-04-28,Somnath,4788
2025-04-28,Dwarka,3004
2025-04-28,Ambaji,2771
2025-04-28,Pavagadh,1565
2025-04-29,Somnath,5292
2025-04-29,Dwarka,3399
2025-04-29,Ambaji,2403
2025-04-29,Pavagadh,1632
2025-04-30,Somnath,4923
2025-04-30,Dwarka,3113
2025-04-30,Ambaji,2490
2025-04-30,Pavagadh,1735
2025-05-01,Somnath,5308
2025-05-01,Dwarka,3519
2025-05-01,Ambaji,3128
2025-05-01,Pavagadh,1946
2025-05-02,Somnath,5363
2025-05-02,Dwarka,3007
2025-05-02,Ambaji,2519
2025-05-02,Pavagadh,2179
2025-05-03,Somnath,7748
2025-05-03,Dwarka,4830
2025-05-03,Ambaji,3887
2025-05-03,Pavagadh,3008
2025-05-04,Somnath,6142
2025-05-04,Dwarka,3391
2025-05-04,Ambaji,2673
2025-05-04,Pavagadh,2471
2025-05-05,Somnath,4448
2025-05-05,Dwarka,3024
2025-05-05,Ambaji,2386
2025-05-05,Pavagadh,1813
2025-05-06,Somnath,4258
2025-05-06,Dwarka,2593
2025-05-06,Ambaji,2235
2025-05-06,Pavagadh,1604
2025-05-07,Somnath,4553
2025-05-07,Dwarka,2705
2025-05-07,Ambaji,2675
2025-05-07,Pavagadh,1774
2025-05-08,Somnath,4717
2025-05-08,Dwarka,2747
2025-05-08,Ambaji,2406
2025-05-08,Pavagadh,1730
2025-05-09,Somnath,4133
2025-05-09,Dwarka,2777
2025-05-09,Ambaji,2411
2025-05-09,Pavagadh,1718
2025-05-10,Somnath,6284
2025-05-10,Dwarka,4078
2025-05-10,Ambaji,3475
2025-05-10,Pavagadh,2289
2025-05-11,Somnath,6803
2025-05-11,Dwarka,4139
2025-05-11,Ambaji,3397
2025-05-11,Pavagadh,2867
2025-05-12,Somnath,4604
2025-05-12,Dwarka,2705
2025-05-12,Ambaji,2376
2025-05-12,Pavagadh,1756
2025-05-13,Somnath,6027
2025-05-13,Dwarka,3380
2025-05-13,Ambaji,3019
2025-05-13,Pavagadh,1741
2025-05-14,Somnath,4680
2025-05-14,Dwarka,3169
2025-05-14,Ambaji,2215
2025-05-14,Pavagadh,2078
2025-05-15,Somnath,5282
2025-05-15,Dwarka,3357
2025-05-15,Ambaji,2642
2025-05-15,Pavagadh,1947
2025-05-16,Somnath,4793
2025-05-16,Dwarka,2880
2025-05-16,Ambaji,2400
2025-05-16,Pavagadh,1775
2025-05-17,Somnath,7297
2025-05-17,Dwarka,4132
2025-05-17,Ambaji,3705
2025-05-17,Pavagadh,2507
2025-05-18,Somnath,5811
2025-05-18,Dwarka,3744
2025-05-18,Ambaji,2890
2025-05-18,Pavagadh,2433
2025-05-19,Somnath,4213
2025-05-19,Dwarka,2417
2025-05-19,Ambaji,2161
2025-05-19,Pavagadh,1711
2025-05-20,Somnath,5103
2025-05-20,Dwarka,3051
2025-05-20,Ambaji,2890
2025-05-20,Pavagadh,2008
2025-05-21,Somnath,5135
2025-05-21,Dwarka,3261
2025-05-21,Ambaji,2333
2025-05-21,Pavagadh,1928
2025-05-22,Somnath,5130
2025-05-22,Dwarka,2783
2025-05-22,Ambaji,2335
2025-05-22,Pavagadh,1758
2025-05-23,Somnath,4241
2025-05-23,Dwarka,2685
2025-05-23,Ambaji,2401
2025-05-23,Pavagadh,1764
2025-05-24,Somnath,6215
2025-05-24,Dwarka,3893
2025-05-24,Ambaji,3385
